Time,p50,lower,upper
2025-01-01 03:00:00,40.54,17.75,64.07
2025-01-01 03:00:00,56.64,40.32,80.89
2025-01-01 03:00:00,60.56,41.75,79.41
2025-01-01 03:00:00,38.49,22.6,55.38
2025-01-01 03:00:00,33.75,10.52,50.4
2025-01-01 03:00:00,84.89,66.87,103.96
2025-01-01 03:00:00,44.31,20.31,60.46
2025-01-01 03:00:00,53.34,34.89,69.21
2025-01-01 03:00:00,73.63,54.47,93.59
2025-01-01 03:00:00,58.13,36.5,74.39
2025-01-01 03:00:00,54.79,31.22,74.84
2025-01-01 03:00:00,51.74,35.64,68.13
2025-01-01 03:00:00,49.6,33.46,72.95
2025-01-01 03:00:00,53.59,34.33,70.75
2025-01-01 03:00:00,42.96,21.65,64.66
2025-01-01 03:00:00,44.9,28.29,67.62
2025-01-01 03:00:00,71.79,48.1,94.86
2025-01-01 03:00:00,73.31,50.68,98.12
2025-01-01 03:00:00,84.68,61.9,109.13
2025-01-01 03:00:00,48.9,31.41,73.39
2025-01-01 03:00:00,72.16,53.92,90.79
2025-01-01 03:00:00,49.31,33.63,66.56
2025-01-01 03:00:00,78.49,58.44,99.12
2025-01-01 03:00:00,64.82,44.69,89.56
2025-01-01 03:00:00,71.09,49.42,88.46
2025-01-01 03:00:00,53.5,36.06,71.54
2025-01-01 03:30:00,83.23,59.48,100.97
2025-01-01 03:30:00,82.72,61.88,101.06
2025-01-01 03:30:00,68.42,48.02,89.59
2025-01-01 03:30:00,74.58,49.8,90.83
2025-01-01 03:30:00,89.32,70.68,114.12
2025-01-01 03:30:00,46.62,22.62,66.75
2025-01-01 03:30:00,77.49,53.75,100.71
2025-01-01 03:30:00,77.39,62.04,95.48
2025-01-01 03:30:00,103.18,86.34,125.09
2025-01-01 03:30:00,99.06,74.33,123.57
2025-01-01 03:30:00,90.08,65.29,113.13
2025-01-01 03:30:00,82.8,64.0,101.97
2025-01-01 03:30:00,88.55,66.86,111.55
2025-01-01 03:30:00,75.53,59.36,94.69
2025-01-01 03:30:00,86.33,63.5,101.37
2025-01-01 03:30:00,91.63,67.39,109.17
2025-01-01 03:30:00,87.17,62.62,111.48
2025-01-01 03:30:00,97.87,74.82,118.8
2025-01-01 03:30:00,91.48,72.2,114.31
2025-01-01 03:30:00,104.97,89.1,121.83
2025-01-01 03:30:00,109.37,88.76,126.13
2025-01-01 03:30:00,110.24,85.98,127.07
2025-01-01 03:30:00,98.92,76.32,120.2
2025-01-01 03:30:00,110.97,92.64,132.52
2025-01-01 03:30:00,106.81,90.82,127.98
2025-01-01 03:30:00,106.22,86.19,123.9
2025-01-01 03:30:00,87.17,64.51,108.09
2025-01-01 04:00:00,110.17,94.62,126.79
2025-01-01 04:00:00,108.82,89.71,132.56
2025-01-01 04:00:00,95.71,72.68,111.91
2025-01-01 04:00:00,107.48,84.47,125.37
2025-01-01 04:00:00,93.96,76.32,113.1
2025-01-01 04:00:00,119.25,98.32,136.55
2025-01-01 04:00:00,115.89,94.86,133.61
2025-01-01 04:00:00,111.07,86.72,130.9
2025-01-01 04:00:00,118.51,94.85,137.13
2025-01-01 04:00:00,106.07,86.46,126.61
2025-01-01 04:00:00,119.09,98.72,138.64
2025-01-01 04:00:00,116.31,96.97,138.71
2025-01-01 04:00:00,123.0,98.4,144.6
2025-01-01 04:00:00,122.41,101.73,145.57
2025-01-01 04:00:00,141.87,121.31,164.86
2025-01-01 04:00:00,150.1,128.45,174.65
2025-01-01 04:30:00,139.76,118.83,157.99
2025-01-01 04:30:00,142.18,126.61,161.52
2025-01-01 04:30:00,148.27,130.85,169.8
2025-01-01 04:30:00,140.02,123.44,155.27
2025-01-01 04:30:00,139.86,119.66,157.83
2025-01-01 04:30:00,120.03,98.96,135.63
2025-01-01 04:30:00,125.83,110.25,150.52
2025-01-01 04:30:00,148.14,125.46,172.76
2025-01-01 04:30:00,137.24,114.49,161.81
2025-01-01 04:30:00,149.73,133.55,165.91
2025-01-01 04:30:00,151.01,131.95,174.1
2025-01-01 04:30:00,131.78,111.01,147.82
2025-01-01 04:30:00,147.4,128.13,170.94
2025-01-01 04:30:00,123.2,102.76,138.4
2025-01-01 04:30:00,142.85,120.53,162.79
2025-01-01 04:30:00,139.44,115.42,163.36
2025-01-01 04:30:00,150.75,133.38,166.61
2025-01-01 04:30:00,141.73,117.33,162.22
2025-01-01 04:30:00,143.36,125.41,165.97
2025-01-01 04:30:00,164.02,139.73,179.87
2025-01-01 04:30:00,152.66,127.97,171.73
2025-01-01 04:30:00,142.36,127.21,163.62
2025-01-01 04:30:00,167.63,151.63,188.23
2025-01-01 04:30:00,136.91,112.6,155.25
2025-01-01 04:30:00,156.2,136.48,180.23
2025-01-01 05:00:00,169.53,144.64,190.21
2025-01-01 05:00:00,161.28,145.72,183.21
2025-01-01 05:00:00,127.42,110.14,150.45
2025-01-01 05:00:00,149.58,124.71,167.97
2025-01-01 05:00:00,163.9,139.96,186.81
2025-01-01 05:00:00,139.26,121.93,163.86
2025-01-01 05:00:00,137.08,119.79,161.33
2025-01-01 05:00:00,162.87,141.88,183.74
2025-01-01 05:00:00,145.78,130.55,170.48
2025-01-01 05:00:00,151.98,134.7,171.4
2025-01-01 05:00:00,150.04,133.31,169.09
2025-01-01 05:00:00,138.1,117.83,155.55
2025-01-01 05:00:00,155.93,134.68,172.03
2025-01-01 05:00:00,141.73,122.85,162.09
2025-01-01 05:00:00,157.96,133.53,181.93
2025-01-01 05:00:00,145.62,123.5,168.13
2025-01-01 05:00:00,157.04,135.64,179.36
2025-01-01 05:00:00,124.65,106.55,147.37
2025-01-01 05:00:00,159.77,142.59,176.75
2025-01-01 05:00:00,154.03,130.02,178.46
2025-01-01 05:00:00,142.11,120.28,162.77
2025-01-01 05:00:00,147.76,127.29,163.02
2025-01-01 05:00:00,145.42,123.22,165.44
2025-01-01 05:00:00,133.08,108.08,149.36
2025-01-01 05:00:00,128.72,113.46,147.73
2025-01-01 05:30:00,114.34,90.24,136.17
2025-01-01 05:30:00,135.07,110.17,150.97
2025-01-01 05:30:00,131.66,112.87,153.89
2025-01-01 05:30:00,111.04,95.58,130.71
2025-01-01 05:30:00,135.14,113.28,152.09
2025-01-01 05:30:00,126.15,109.98,149.09
2025-01-01 05:30:00,132.21,108.08,148.25
2025-01-01 05:30:00,136.99,115.85,160.39
2025-01-01 05:30:00,114.49,98.28,138.68
2025-01-01 05:30:00,122.49,106.81,142.94
2025-01-01 05:30:00,114.04,92.46,132.88
2025-01-01 05:30:00,117.16,101.71,135.82
2025-01-01 05:30:00,134.28,111.6,155.66
2025-01-01 05:30:00,110.15,88.95,129.46
2025-01-01 05:30:00,113.49,89.13,130.73
2025-01-01 05:30:00,116.22,97.71,135.92
2025-01-01 05:30:00,120.5,103.19,141.11
2025-01-01 05:30:00,99.59,77.81,119.56
2025-01-01 05:30:00,114.43,89.61,133.63
2025-01-01 05:30:00,121.36,105.26,141.31
2025-01-01 05:30:00,117.26,98.02,132.34
2025-01-01 05:30:00,115.77,95.26,136.72
2025-01-01 05:30:00,111.08,88.9,128.87
2025-01-01 05:30:00,103.78,78.94,126.34
2025-01-01 05:30:00,125.89,109.94,143.84
2025-01-01 05:30:00,107.67,88.56,126.12
2025-01-01 05:30:00,111.67,88.5,129.7
2025-01-01 05:30:00,82.22,57.53,99.36
2025-01-01 05:30:00,94.53,76.83,119.29
2025-01-01 05:30:00,104.83,82.8,120.14
2025-01-01 06:00:00,102.69,79.63,118.95
2025-01-01 06:00:00,102.72,86.43,126.31
2025-01-01 06:00:00,87.13,62.66,103.75
2025-01-01 06:00:00,77.67,59.25,94.56
2025-01-01 06:00:00,98.37,73.5,121.17
2025-01-01 06:00:00,90.47,75.29,111.49
2025-01-01 06:00:00,96.72,81.72,113.09
2025-01-01 06:00:00,71.72,53.57,88.11
2025-01-01 06:00:00,71.11,50.69,91.26
2025-01-01 06:00:00,80.71,58.55,99.66
2025-01-01 06:00:00,92.16,69.56,111.8
2025-01-01 06:00:00,76.54,59.04,100.82
2025-01-01 06:00:00,91.22,66.62,114.46
2025-01-01 06:00:00,65.7,45.65,89.29
2025-01-01 06:00:00,77.95,59.49,101.03
2025-01-01 06:00:00,85.47,66.76,104.83
2025-01-01 06:00:00,58.58,41.93,75.59
2025-01-01 06:00:00,65.6,43.6,84.26
2025-01-01 06:00:00,80.58,56.32,100.58
2025-01-01 06:00:00,71.08,53.97,92.63
2025-01-01 06:00:00,70.83,54.98,88.71
2025-01-01 06:00:00,78.68,58.93,101.78
2025-01-01 06:00:00,59.95,36.73,81.85
2025-01-01 06:00:00,53.88,32.9,76.0
2025-01-01 06:00:00,74.51,50.09,93.24
2025-01-01 06:00:00,77.07,55.1,92.15
2025-01-01 06:00:00,62.5,40.79,87.13
2025-01-01 06:00:00,64.73,48.2,81.71
2025-01-01 06:00:00,60.57,36.83,83.6
2025-01-01 06:00:00,60.43,43.14,77.14
2025-01-01 06:00:00,54.26,29.51,72.83
2025-01-01 06:00:00,65.89,49.6,85.46
2025-01-01 06:00:00,53.66,29.85,78.17
2025-01-01 06:00:00,44.64,19.76,68.04
2025-01-01 06:00:00,55.76,39.76,80.56
2025-01-01 06:00:00,57.29,41.14,77.82
2025-01-01 06:00:00,42.31,25.8,57.42
2025-01-01 06:00:00,66.08,50.94,83.79
2025-01-01 06:00:00,62.75,41.23,81.4
2025-01-01 06:00:00,57.49,38.17,78.52
2025-01-01 06:00:00,41.57,22.13,60.76
2025-01-01 06:00:00,47.53,24.06,64.59
2025-01-01 06:00:00,57.84,35.84,72.98
2025-01-01 06:00:00,54.48,33.17,70.35
2025-01-01 06:00:00,56.12,32.68,74.11
2025-01-01 06:00:00,49.02,32.19,70.99
2025-01-01 06:00:00,49.28,24.43,71.12
2025-01-01 06:00:00,45.5,28.31,61.93
2025-01-01 06:00:00,52.13,30.58,69.15
2025-01-01 06:00:00,42.82,22.45,65.41
2025-01-01 06:00:00,48.94,32.42,67.97
2025-01-01 06:00:00,36.44,20.45,61.01
2025-01-01 06:00:00,59.51,42.71,76.58
2025-01-01 06:00:00,63.26,39.1,81.93
2025-01-01 06:00:00,69.5,46.41,87.06
2025-01-01 06:00:00,48.28,23.37,63.32
2025-01-01 06:00:00,53.79,29.53,74.55
2025-01-01 06:00:00,42.1,24.97,63.79
2025-01-01 06:00:00,50.2,29.04,74.64
2025-01-01 06:00:00,68.65,49.39,90.97
2025-01-01 06:00:00,57.8,35.75,79.15
2025-01-01 06:00:00,56.15,33.73,80.4
2025-01-01 06:00:00,52.93,36.3,69.24
2025-01-01 06:00:00,51.41,35.74,75.16
2025-01-01 06:00:00,60.37,44.23,77.24
2025-01-01 06:00:00,48.47,26.07,71.4
2025-01-01 06:30:00,51.83,34.6,76.82
2025-01-01 06:30:00,64.56,46.32,81.73
2025-01-01 06:30:00,53.28,35.31,73.01
2025-01-01 06:30:00,49.53,26.88,66.93
2025-01-01 06:30:00,58.27,33.88,77.29
2025-01-01 06:30:00,48.49,30.28,70.39
2025-01-01 06:30:00,68.2,48.12,88.66
2025-01-01 06:30:00,68.72,47.57,85.1
2025-01-01 06:30:00,84.17,63.84,99.89
2025-01-01 06:30:00,65.27,48.21,86.38
2025-01-01 06:30:00,83.63,60.3,102.15
2025-01-01 06:30:00,82.67,58.06,103.2
2025-01-01 06:30:00,61.0,44.1,80.72
2025-01-01 06:30:00,77.41,55.99,96.35
2025-01-01 06:30:00,78.31,60.2,98.14
2025-01-01 06:30:00,55.67,39.04,73.37
2025-01-01 06:30:00,72.44,57.1,94.24
2025-01-01 06:30:00,80.97,64.71,100.64
2025-01-01 06:30:00,82.53,64.4,103.59
2025-01-01 06:30:00,88.19,65.25,107.37
2025-01-01 06:30:00,63.18,42.8,81.47
2025-01-01 06:30:00,63.62,40.31,82.01
2025-01-01 06:30:00,83.83,61.73,108.51
2025-01-01 06:30:00,77.88,57.89,94.2
2025-01-01 06:30:00,86.82,63.9,105.08
2025-01-01 06:30:00,111.79,93.21,131.35
2025-01-01 06:30:00,91.51,71.73,114.75
2025-01-01 06:30:00,99.85,76.29,122.07
2025-01-01 06:30:00,100.76,80.43,122.15
2025-01-01 06:30:00,96.99,79.77,115.38
2025-01-01 06:30:00,98.64,82.77,117.32
2025-01-01 06:30:00,92.82,69.75,109.66
2025-01-01 06:30:00,87.85,72.16,106.11
2025-01-01 06:30:00,105.94,84.26,125.09
2025-01-01 06:30:00,106.72,84.28,122.97
2025-01-01 06:30:00,123.89,108.25,144.8
2025-01-01 06:30:00,99.88,76.31,123.94
2025-01-01 06:30:00,120.61,100.05,140.86
2025-01-01 06:30:00,113.19,93.42,132.03
2025-01-01 06:30:00,103.39,87.85,123.0
2025-01-01 06:30:00,115.52,96.01,139.06
2025-01-01 06:30:00,117.76,95.09,140.59
2025-01-01 06:30:00,105.69,87.51,127.79
2025-01-01 06:30:00,105.23,82.55,121.13
2025-01-01 06:30:00,123.94,98.97,147.17
2025-01-01 06:30:00,112.15,92.38,129.09
2025-01-01 06:30:00,137.47,119.9,155.26
2025-01-01 06:30:00,109.59,93.61,126.32
2025-01-01 06:30:00,117.28,98.08,139.65
2025-01-01 06:30:00,124.25,104.46,140.49
2025-01-01 06:30:00,129.08,112.86,153.88
2025-01-01 06:30:00,112.48,97.07,137.41
2025-01-01 06:30:00,148.66,132.86,172.7
2025-01-01 06:30:00,154.16,136.07,175.57
2025-01-01 06:30:00,135.39,117.65,154.68
2025-01-01 06:30:00,130.65,111.4,154.75
2025-01-01 06:30:00,140.35,116.09,157.5
2025-01-01 06:30:00,121.97,99.08,142.26
2025-01-01 06:30:00,136.88,120.55,157.36
2025-01-01 06:30:00,114.18,96.34,129.57
2025-01-01 06:30:00,138.14,116.22,157.6
2025-01-01 06:30:00,143.79,127.64,163.98
2025-01-01 06:30:00,134.39,109.63,150.45
2025-01-01 07:00:00,130.55,108.79,147.36
2025-01-01 07:00:00,151.43,135.74,168.54
2025-01-01 07:00:00,142.82,122.45,165.1
2025-01-01 07:00:00,134.94,118.04,154.32
2025-01-01 07:00:00,162.94,142.4,181.12
2025-01-01 07:00:00,150.07,133.07,169.57
2025-01-01 07:00:00,129.15,113.33,145.91
2025-01-01 07:00:00,156.22,138.07,177.06
2025-01-01 07:00:00,154.53,134.88,172.14
2025-01-01 07:00:00,152.17,135.38,171.35
2025-01-01 07:00:00,151.48,134.59,174.76
2025-01-01 07:00:00,129.6,104.93,149.86
2025-01-01 07:00:00,142.72,122.18,162.91
2025-01-01 07:00:00,143.72,121.42,162.46
2025-01-01 07:00:00,140.56,118.32,163.94
2025-01-01 07:00:00,163.13,143.73,179.32
2025-01-01 07:00:00,155.41,137.89,176.23
2025-01-01 07:00:00,160.46,135.82,180.63
2025-01-01 07:00:00,147.77,124.07,164.33
2025-01-01 07:00:00,145.77,126.44,170.22
2025-01-01 07:00:00,130.51,114.51,154.35
2025-01-01 07:00:00,160.67,137.49,177.66
2025-01-01 07:00:00,146.85,124.6,163.14
2025-01-01 07:00:00,155.15,131.38,178.68
2025-01-01 07:00:00,141.59,122.47,162.75
2025-01-01 07:00:00,139.7,117.17,159.41
2025-01-01 07:00:00,147.28,131.15,166.45
2025-01-01 07:00:00,130.31,108.16,153.06
2025-01-01 07:00:00,137.13,115.07,162.06
2025-01-01 07:00:00,133.82,109.88,156.01
2025-01-01 07:00:00,139.67,121.53,157.82
2025-01-01 07:00:00,136.41,112.85,152.3
2025-01-01 07:00:00,124.1,101.0,140.55
2025-01-01 07:00:00,138.32,118.64,154.49
2025-01-01 07:00:00,133.9,112.65,154.95
2025-01-01 07:00:00,169.24,146.0,187.3
2025-01-01 07:00:00,116.91,98.95,133.22
2025-01-01 07:00:00,130.67,113.0,146.91
2025-01-01 07:00:00,144.42,119.92,165.06
2025-01-01 07:00:00,112.6,92.15,137.58
2025-01-01 07:00:00,135.96,111.94,160.8
2025-01-01 07:00:00,137.42,112.76,160.14
2025-01-01 07:00:00,133.75,116.64,157.56
2025-01-01 07:00:00,155.5,135.29,172.08
2025-01-01 07:00:00,139.2,116.18,154.39
2025-01-01 07:00:00,127.94,111.56,150.8
2025-01-01 07:00:00,121.91,106.83,138.96
2025-01-01 07:00:00,129.2,106.43,152.57
2025-01-01 07:00:00,134.06,113.03,151.38
2025-01-01 07:00:00,124.43,100.37,145.47
2025-01-01 07:00:00,115.09,96.32,131.41
2025-01-01 07:00:00,126.15,104.88,141.74
2025-01-01 07:00:00,127.92,103.15,145.83
2025-01-01 07:00:00,141.52,117.91,164.07
2025-01-01 07:00:00,117.36,98.98,142.07
2025-01-01 07:00:00,120.99,99.61,140.06
2025-01-01 07:00:00,106.57,84.02,122.05
2025-01-01 07:00:00,124.49,106.92,147.12
2025-01-01 07:00:00,143.69,122.83,162.03
2025-01-01 07:00:00,107.3,91.12,123.17
2025-01-01 07:00:00,121.67,102.76,140.11
2025-01-01 07:00:00,107.33,91.23,125.82
2025-01-01 07:00:00,114.25,94.86,138.42
2025-01-01 07:00:00,110.37,90.39,129.26
2025-01-01 07:00:00,110.34,91.55,130.47
2025-01-01 07:00:00,106.59,82.86,128.15
2025-01-01 07:00:00,121.92,106.9,142.99
2025-01-01 07:00:00,99.63,79.28,122.78
2025-01-01 07:00:00,96.93,73.5,115.22
2025-01-01 07:00:00,89.74,70.7,105.7
2025-01-01 07:00:00,91.93,72.22,111.08
2025-01-01 07:00:00,102.93,86.31,120.3
2025-01-01 07:00:00,105.64,90.62,126.29
2025-01-01 07:00:00,99.25,78.29,117.67
2025-01-01 07:00:00,80.35,57.19,99.57
2025-01-01 07:00:00,84.85,61.0,105.24
2025-01-01 07:00:00,81.71,66.42,101.44
2025-01-01 07:00:00,99.99,84.64,119.39
2025-01-01 07:00:00,95.5,71.76,113.32
2025-01-01 07:00:00,99.07,81.74,118.88
2025-01-01 07:00:00,74.89,53.6,96.41
2025-01-01 07:00:00,78.71,61.98,95.99
2025-01-01 07:00:00,74.28,57.68,95.26
2025-01-01 07:00:00,77.98,54.98,96.89
2025-01-01 07:00:00,80.57,64.42,103.1
2025-01-01 07:00:00,76.88,56.35,94.35
2025-01-01 07:00:00,73.34,55.95,93.26
2025-01-01 07:00:00,69.2,51.14,88.82
2025-01-01 07:00:00,62.03,40.81,79.66
2025-01-01 07:00:00,59.11,35.91,76.41
2025-01-01 07:00:00,61.97,44.05,82.07
2025-01-01 07:00:00,75.76,54.13,94.29
2025-01-01 07:00:00,54.48,33.76,78.43
2025-01-01 07:00:00,64.51,47.28,80.14
2025-01-01 07:30:00,59.7,36.72,84.52
2025-01-01 07:30:00,65.07,48.36,82.45
2025-01-01 07:30:00,62.14,44.09,83.33
2025-01-01 07:30:00,67.16,49.61,92.15
2025-01-01 07:30:00,36.35,11.7,53.51
2025-01-01 07:30:00,55.84,33.17,71.17
2025-01-01 07:30:00,57.88,42.0,75.73
2025-01-01 07:30:00,43.56,21.02,66.59
2025-01-01 07:30:00,60.6,41.35,82.28
2025-01-01 07:30:00,76.98,57.34,97.07
2025-01-01 07:30:00,64.4,46.3,84.4
2025-01-01 07:30:00,47.61,31.35,67.39
2025-01-01 07:30:00,61.63,39.04,82.83
2025-01-01 07:30:00,49.28,24.49,67.39
2025-01-01 07:30:00,60.42,37.44,81.26
2025-01-01 07:30:00,54.57,36.23,79.2
2025-01-01 07:30:00,52.69,32.75,75.77
2025-01-01 07:30:00,22.84,6.89,39.12
2025-01-01 07:30:00,55.33,30.63,72.03
2025-01-01 07:30:00,56.91,32.89,78.24
2025-01-01 07:30:00,64.96,47.35,87.6
2025-01-01 07:30:00,55.3,33.76,78.09
2025-01-01 07:30:00,54.61,38.47,74.78
2025-01-01 07:30:00,44.59,24.54,60.64
2025-01-01 07:30:00,42.89,22.98,58.17
2025-01-01 07:30:00,45.1,28.64,67.74
2025-01-01 07:30:00,48.19,25.41,65.87
2025-01-01 07:30:00,28.05,9.0,44.57
2025-01-01 07:30:00,48.57,33.33,71.32
2025-01-01 07:30:00,34.51,15.2,58.71
2025-01-01 07:30:00,22.85,7.68,41.18
2025-01-01 07:30:00,43.98,20.46,65.67
2025-01-01 07:30:00,56.84,35.58,76.52
2025-01-01 07:30:00,51.6,32.21,67.58
